issn_l,cr_year,article_total,upw_hybrid_total,cr_hybrid_total,cat
0964-6906,2021,376,140,139,Global
0002-9165,2020,376,70,60,Global
0140-9883,2020,376,22,22,Global
0166-8641,2020,375,9,9,Global
1556-0864,2017,375,22,18,Global
0167-594X,2017,375,35,38,Global
2475-1456,2021,375,2,7,Global
1534-4320,2020,375,16,36,Global
0163-4984,2018,375,21,21,Global
1998-0000,2017,375,2,4,Global
1022-1336,2020,375,51,52,Global
0269-4042,2021,375,46,47,Global
1435-7402,2021,375,0,0,Global
0301-1623,2021,375,59,59,Global
0254-5330,2019,374,44,44,Global
0260-6917,2018,374,8,8,Global
2047-2404,2017,374,11,4,Global
0151-9638,2018,374,0,0,Global
1554-8929,2020,374,38,1,Global
0028-3932,2018,374,45,45,Global
1079-5642,2020,374,49,0,Global
1570-0755,2020,374,21,21,Global
1755-375X,2020,374,101,101,Global
0168-8227,2019,374,31,30,Global
0036-0244,2021,374,15,13,Global
1031-3613,2018,374,9,0,Global
0006-3592,2020,374,76,79,Global
2215-0366,2020,374,30,28,Global
1388-0764,2020,374,19,19,Global
1070-3632,2021,373,10,10,Global
1550-7289,2018,373,7,7,Global
0892-6875,2018,373,7,7,Global
1544-046X,2020,373,0,0,Global
0165-1684,2018,373,2,2,Global
0307-6938,2018,373,5,4,Global
0003-3472,2017,373,25,25,Global
0887-6924,2021,373,176,172,Global
0021-9614,2017,373,1,1,Global
0025-7753,2020,373,6,6,Global
0378-4274,2018,373,28,22,Global
0001-4575,2019,373,18,18,Global
1081-1206,2021,373,35,35,Global
0309-2402,2019,372,24,22,Global
1353-4505,2018,372,41,37,Global
2161-5063,2021,372,83,87,Global
0950-7051,2017,372,8,8,Global
0951-8320,2019,372,14,14,Global
0018-9162,2021,372,3,4,Global
1053-1807,2018,372,30,28,Global
2210-271X,2017,372,5,5,Global
0145-2134,2020,372,30,30,Global
1361-9209,2020,372,53,52,Global
0341-2695,2021,372,57,55,Global
1529-7535,2017,372,0,0,Global
0342-4642,2019,371,24,24,Global
1364-5072,2019,371,20,19,Global
0022-5193,2019,371,33,32,Global
0301-0449,2021,371,32,29,Global
0378-7796,2019,371,3,3,Global
1742-5468,2019,371,12,12,Global
0003-682X,2018,371,12,12,Global
0255-2701,2020,371,10,10,Global
1750-9637,2018,371,0,0,Global
0163-3864,2021,371,28,29,Global
0173-0835,2018,371,11,11,Global
0306-9877,2019,371,32,28,Global
0163-3864,2018,371,11,0,Global
0886-7798,2019,370,7,7,Global
0045-2068,2018,370,1,1,Global
0960-0779,2019,370,1,1,Global
1078-8956,2018,370,2,3,Global
0960-3182,2019,370,11,11,Global
1081-1206,2019,370,19,18,Global
0022-1198,2017,370,4,4,Global
0140-7007,2018,370,6,6,Global
2470-1556,2020,370,0,0,Global
0014-4827,2021,370,49,49,Global
0932-0067,2018,370,30,32,Global
0032-079X,2018,370,38,37,Global
1477-5131,2020,370,6,6,Global
0003-4932,2018,370,4,0,Global
1877-2641,2019,369,36,36,Global
1877-2641,2018,369,22,23,Global
0022-2836,2019,369,64,65,Global
1098-3600,2021,369,111,96,Global
1551-3203,2017,369,16,1,Global
1526-2375,2019,369,38,24,Global
0940-6719,2019,369,49,49,Global
1063-8210,2017,369,40,2,Global
0148-7043,2020,369,14,0,Global
1750-9637,2021,369,0,0,Global
1567-5769,2017,369,3,3,Global
0378-3774,2018,369,14,14,Global
0931-0509,2020,369,77,70,Global
1878-8181,2021,369,1,1,Global
1095-4120,2021,369,0,0,Global
1882-0778,2018,369,42,43,Global
0959-3330,2019,369,6,6,Global
0976-4348,2021,368,7,7,Global
0268-3369,2018,368,22,22,Global
2326-5191,2020,368,46,48,Global
1022-9760,2020,368,7,7,Global
0959-3330,2020,368,5,5,Global
0001-706X,2019,368,42,19,Global
0031-9384,2018,368,25,16,Global
1386-9477,2017,368,3,3,Global
0007-070X,2021,368,33,0,Global
0304-8608,2020,368,38,38,Global
0899-9007,2019,368,31,19,Global
1361-9209,2021,368,89,88,Global
1047-3211,2017,368,111,50,Global
0016-6731,2018,368,15,0,Global
2468-8231,2017,368,2,2,Global
1574-1443,2019,368,4,4,Global
1531-7129,2017,368,0,0,Global
0720-048X,2018,368,4,4,Global
0169-8095,2020,368,25,25,Global
0012-365X,2018,368,0,0,Global
1062-8738,2019,368,0,0,Global
0962-1083,2019,368,57,55,Global
0885-8969,2021,367,1,14,Global
1754-5692,2018,367,56,57,Global
0736-0266,2019,367,47,43,Global
1043-3074,2021,367,34,35,Global
0893-7648,2020,367,67,67,Global
0196-0709,2020,367,11,11,Global
1462-2912,2019,367,70,71,Global
0009-9260,2018,367,3,3,Global
0736-0266,2020,367,56,57,Global
0749-5161,2020,367,7,0,Global
1166-7087,2019,367,0,0,Global
0269-9370,2018,367,21,0,Global
0003-2409,2017,367,8,6,Global
1434-8411,2017,367,1,1,Global
2405-4577,2019,367,8,8,Global
0954-4062,2018,367,2,0,Global
0305-8719,2018,367,42,36,Global
0269-9370,2017,367,3,0,Global
0197-4580,2018,367,50,51,Global
0014-5793,2017,367,47,40,Global
0960-7412,2018,367,43,39,Global
0098-1354,2019,367,14,14,Global
0018-9162,2020,366,3,1,Global
0742-3071,2018,366,29,28,Global
0885-7474,2021,366,45,45,Global
0022-4790,2018,366,13,11,Global
0304-3959,2020,366,58,0,Global
0167-8809,2017,366,21,21,Global
0921-8831,2017,366,5,5,Global
0724-4983,2021,366,82,84,Global
0920-9964,2021,366,41,41,Global
0025-6196,2018,366,11,9,Global
2637-6113,2019,366,16,1,Global
0020-7683,2017,366,11,11,Global
1063-7834,2020,366,0,0,Global
1522-1601,2020,366,14,0,Global
0032-5473,2020,366,14,11,Global
0022-3077,2020,366,20,0,Global
2162-8769,2019,366,18,168,Global
1081-1206,2020,365,20,20,Global
0022-3999,2019,365,8,8,Global
0361-0918,2021,365,12,11,Global
0898-1221,2021,365,28,29,Global
0046-8177,2018,365,10,10,Global
1011-1344,2018,365,4,4,Global
0953-4075,2018,365,43,43,Global
1042-7147,2020,365,4,4,Global
0018-9375,2020,365,3,3,Global
0926-5805,2020,365,18,19,Global
1076-6332,2020,365,16,15,Global
0169-1368,2018,364,14,16,Global
1432-9026,2018,364,0,0,Global
0959-8049,2018,364,42,42,Global
0747-5632,2021,364,68,70,Global
1354-523X,2020,364,36,37,Global
0939-5555,2021,364,83,83,Global
0300-9440,2018,364,4,4,Global
0742-2822,2020,364,21,18,Global
0960-1643,2021,364,101,104,Global
0264-0414,2020,364,25,25,Global
0022-3549,2018,364,9,9,Global
0950-5423,2017,364,2,2,Global
1557-7740,2019,363,7,0,Global
0378-3812,2018,363,0,0,Global
0954-6634,2020,363,30,29,Global
1936-9751,2017,363,14,19,Global
1438-9010,2018,363,0,0,Global
0939-5555,2018,363,39,38,Global
1074-5351,2019,363,5,1,Global
0953-8585,2020,363,0,0,Global
0014-5793,2019,363,55,52,Global
0260-8774,2018,363,16,6,Global
0145-8884,2019,363,0,0,Global
0001-4842,2018,363,18,0,Global
1748-6815,2018,363,3,3,Global
0021-9517,2017,363,8,8,Global
1876-990X,2018,363,4,4,Global
0959-3330,2021,363,13,13,Global
1386-7857,2017,362,4,6,Global
1043-4666,2020,362,9,0,Global
1040-0397,2020,362,14,13,Global
0009-2665,2021,362,81,84,Global
0277-2116,2021,362,25,0,Global
0007-4888,2018,362,0,0,Global
0895-2477,2021,362,8,8,Global
0003-6846,2020,362,15,15,Global
0308-597X,2019,362,64,63,Global
0897-7151,2017,362,3,0,Global
0049-3848,2021,362,46,46,Global
1556-0864,2021,362,60,58,Global
0730-0301,2017,362,0,0,Global
0300-8932,2017,362,0,0,Global
0109-5641,2017,362,4,3,Global
0952-1976,2021,362,21,20,Global
0011-2240,2020,362,15,12,Global
2387-0206,2020,362,3,2,Global
1434-6621,2018,362,4,14,Global
0012-9658,2019,362,49,44,Global
0891-3668,2017,362,0,0,Global
2052-1537,2020,361,20,20,Global
2326-5191,2019,361,50,51,Global
1044-0305,2020,361,21,3,Global
1613-3633,2017,361,0,0,Global
1566-2543,2021,361,13,13,Global
0169-5002,2020,361,54,53,Global
0892-1997,2017,361,5,5,Global
2059-2302,2020,361,18,17,Global
0026-8976,2019,361,26,28,Global
0015-0193,2019,361,1,1,Global
0170-0839,2017,361,10,12,Global
1076-2752,2020,361,41,0,Global
0896-8446,2018,361,2,2,Global
0165-1684,2017,361,4,4,Global
1745-2473,2021,361,16,13,Global
0038-0717,2018,361,15,15,Global
1355-557X,2018,360,10,10,Global
0375-9474,2017,360,200,200,Global
1361-8415,2021,360,85,85,Global
0168-1656,2017,360,47,46,Global
0278-0062,2021,360,7,47,Global
1081-1206,2017,360,14,14,Global
0001-1541,2019,360,23,23,Global
0167-1987,2021,360,28,28,Global
0924-8579,2020,360,29,27,Global
0301-5629,2021,360,47,47,Global
1773-035X,2020,360,0,0,Global
0958-9465,2021,360,22,23,Global
0374-4884,2019,360,0,0,Global
0720-048X,2019,360,16,16,Global
2352-9407,2021,360,38,37,Global
0951-4198,2020,360,48,48,Global
1064-8887,2018,360,0,0,Global
0924-2244,2020,360,28,28,Global
0140-7007,2017,360,2,2,Global
0264-9993,2021,360,23,24,Global
0260-8774,2021,360,32,30,Global
0009-9147,2017,360,7,2,Global
0362-1340,2017,360,0,0,Global
1001-0742,2017,360,0,0,Global
0952-1976,2020,359,6,6,Global
0254-5330,2020,359,40,41,Global
1007-5704,2017,359,4,4,Global
0939-6411,2018,359,21,20,Global
0366-6352,2019,359,18,17,Global
1869-1919,2021,359,3,3,Global
1610-1197,2019,359,0,0,Global
0260-8774,2019,359,17,7,Global
0277-3740,2018,359,6,0,Global
0007-4888,2019,359,0,0,Global
1773-2247,2018,359,3,3,Global
0007-1145,2017,359,19,19,Global
0261-5614,2018,359,27,27,Global
0010-9452,2019,359,39,39,Global
2211-9264,2019,359,25,24,Global
0936-8051,2020,359,92,92,Global
0018-9200,2017,359,34,1,Global
1077-4114,2021,359,11,0,Global
1546-1440,2020,359,5,5,Global
1053-1807,2017,359,17,17,Global
0887-6924,2019,359,113,117,Global
0969-806X,2018,359,1,1,Global
0003-2409,2019,359,24,24,Global
0899-823X,2019,359,14,18,Global
1873-2763,2019,359,22,22,Global
0307-6938,2020,358,16,16,Global
0001-4842,2017,358,45,0,Global
0952-8180,2019,358,2,2,Global
0020-7608,2020,358,34,34,Global
0006-8950,2018,358,109,97,Global
0140-9883,2017,358,11,11,Global
0141-1187,2020,358,22,22,Global
0301-9268,2021,358,29,29,Global
1055-7903,2018,358,20,8,Global
0361-8609,2020,358,47,47,Global
0922-6168,2019,358,5,5,Global
0022-3913,2020,358,5,5,Global
0031-9406,2021,358,21,21,Global
0735-1631,2021,358,11,11,Global
0198-8859,2018,358,3,3,Global
0026-4075,2017,358,60,0,Global
0887-6177,2018,358,11,4,Global
1079-2082,2019,358,13,1,Global
2047-2404,2020,358,34,33,Global
1871-1413,2020,358,41,24,Global
1745-2473,2019,358,2,0,Global
0010-3616,2019,358,63,63,Global
0009-9236,2021,358,120,123,Global
0925-8574,2018,357,9,9,Global
2475-9953,2017,357,164,10,Global
1742-464X,2017,357,38,32,Global
0256-1115,2017,357,0,0,Global
0361-8609,2021,357,60,59,Global
0012-365X,2019,357,1,1,Global
1531-1309,2020,357,1,7,Global
0375-9474,2021,357,14,14,Global
1462-2203,2017,357,38,18,Global
0284-186X,2017,357,38,38,Global
0014-4835,2019,357,37,37,Global
1472-0205,2020,357,33,33,Global
0003-6846,2017,357,7,7,Global
0167-4544,2017,357,41,52,Global
0022-3050,2020,357,75,75,Global
1226-7988,2018,357,0,0,Global
0009-3130,2018,357,0,0,Global
0261-2194,2021,357,31,31,Global
0815-9319,2021,357,31,31,Global
1043-4666,2018,357,21,14,Global
0196-6553,2021,357,42,41,Global
0018-9294,2017,357,22,11,Global
1091-6466,2017,356,0,0,Global
0010-2180,2017,356,10,10,Global
0361-8609,2018,356,31,30,Global
1062-8738,2020,356,0,0,Global
1290-0729,2017,356,3,3,Global
1526-5161,2019,356,14,14,Global
0148-5598,2019,356,13,13,Global
1353-8020,2021,356,41,41,Global
0959-8049,2019,356,64,63,Global
0040-1625,2017,356,32,31,Global
0277-6715,2018,356,52,51,Global
2468-0230,2020,356,5,5,Global
1078-0998,2020,356,39,37,Global
1051-8215,2019,356,7,2,Global
1007-5704,2018,356,6,6,Global
1882-0778,2017,355,36,36,Global
0031-9384,2020,355,43,34,Global
0018-9456,2018,355,3,0,Global
1226-7988,2020,355,0,0,Global
0009-9236,2017,355,56,56,Global
2051-6347,2020,355,51,51,Global
1755-375X,2018,355,46,39,Global
0171-5216,2020,355,111,111,Global
0007-4888,2020,355,0,0,Global
0531-5565,2021,355,36,38,Global
1570-0232,2020,355,26,26,Global
0007-1285,2017,355,27,0,Global
1205-7088,2018,355,3,3,Global
2161-5063,2020,355,51,3,Global
1432-9026,2019,355,0,0,Global
0169-555X,2018,355,16,16,Global
1011-372X,2018,354,13,13,Global
0268-8697,2021,354,21,21,Global
0022-3077,2021,354,43,0,Global
1387-7003,2018,354,0,0,Global
1031-3613,2020,354,8,0,Global
0169-555X,2021,354,56,57,Global
1745-2473,2020,354,7,6,Global
0894-1777,2017,354,7,7,Global
0965-8564,2020,354,38,38,Global
0902-0063,2021,354,32,32,Global
0828-282X,2019,354,4,4,Global
0363-907X,2018,354,3,3,Global
1525-8610,2018,354,4,4,Global
0173-0835,2017,354,3,3,Global
0961-9534,2020,354,20,20,Global
0031-9406,2019,354,7,7,Global
0138-9130,2018,353,37,38,Global
0268-2575,2018,353,15,15,Global
0006-8993,2021,353,33,34,Global
0091-7435,2019,353,45,33,Global
2162-237X,2017,353,17,1,Global
1090-820X,2018,353,20,14,Global
0304-3975,2018,353,8,8,Global
1071-1813,2021,353,0,0,Global
1293-2558,2020,353,0,0,Global
1871-4021,2021,353,2,2,Global
0007-4861,2021,353,9,9,Global
1046-7408,2018,353,3,3,Global
1875-175X,2019,353,7,7,Global
0145-2134,2021,353,50,50,Global
0015-0193,2021,353,2,2,Global
0142-1123,2018,353,6,6,Global
0340-1812,2018,353,0,0,Global
0002-9165,2017,353,18,0,Global
0742-2822,2017,353,1,1,Global
0341-2695,2017,353,29,29,Global
1054-2523,2017,353,6,6,Global
0011-183X,2020,353,119,106,Global
1743-9159,2019,353,6,6,Global
1043-6618,2018,352,22,20,Global
0887-6924,2017,352,104,107,Global
1085-3278,2020,352,21,21,Global
1073-5615,2021,352,60,60,Global
0268-2575,2021,352,25,26,Global
0010-4825,2019,352,23,19,Global
0007-1161,2018,352,49,0,Global
0148-639X,2020,352,33,33,Global
0301-5629,2020,352,40,40,Global
0577-9073,2020,352,6,6,Global
2213-2600,2020,352,20,19,Global
1028-334X,2018,352,0,0,Global
1526-498X,2018,352,20,20,Global
0143-974X,2018,352,2,2,Global
1745-5030,2021,352,3,3,Global
1941-7713,2018,352,5,0,Global
0166-8641,2017,352,2,2,Global
0149-7634,2017,352,32,32,Global
0020-7748,2019,352,3,3,Global
0001-4842,2019,351,28,0,Global
1047-3203,2019,351,0,0,Global
1948-5875,2019,351,21,0,Global
0306-6800,2020,351,62,62,Global
0268-8697,2020,351,8,8,Global
1438-9010,2019,351,3,2,Global
0966-0410,2020,351,68,67,Global
1387-7003,2017,351,2,2,Global
2051-8153,2020,351,39,41,Global
0923-7534,2020,351,56,53,Global
0028-3932,2019,351,48,48,Global
0012-365X,2017,351,1,1,Global
1570-0755,2018,351,12,12,Global
1438-7492,2021,351,38,39,Global
1040-0397,2018,351,0,0,Global
0012-9658,2018,351,25,23,Global
1530-9932,2019,351,16,16,Global
0272-7714,2017,351,11,11,Global
0932-0113,2017,351,26,31,Global
0885-3185,2018,351,34,33,Global
0269-9370,2021,351,55,0,Global
0305-750X,2018,351,59,59,Global
0162-8828,2020,351,7,10,Global
0736-8046,2021,351,6,6,Global
0268-1242,2019,350,22,22,Global
0254-5330,2017,350,24,27,Global
1350-4851,2019,350,8,8,Global
1472-6483,2018,350,9,6,Global
1026-8022,2018,350,8,8,Global
1876-2018,2021,350,13,13,Global
1166-7087,2021,350,2,2,Global
1439-4227,2017,350,28,27,Global
1438-1656,2017,350,3,3,Global
1556-7036,2017,350,0,0,Global
0301-9268,2020,350,18,18,Global
1462-8910,2017,350,12,10,Global
1364-503X,2018,350,66,0,Global
0009-840X,2018,350,0,0,Global
1755-375X,2021,350,137,142,Global
1073-7928,2017,350,6,6,Global
0721-832X,2019,350,40,39,Global
1932-4537,2021,350,2,14,Global
1367-9120,2020,350,1,0,Global
1355-6037,2019,350,58,11,Global
1047-3211,2018,350,82,78,Global
1198-743X,2018,350,26,26,Global
0008-6363,2020,350,59,55,Global
0018-1196,2019,350,1,1,Global
0167-594X,2018,350,36,36,Global
0981-9428,2017,350,6,6,Global
0378-1135,2019,349,26,25,Global
0022-152X,2020,349,2,2,Global
0264-8172,2017,349,9,9,Global
2052-1537,2019,349,9,9,Global
1066-5285,2018,349,0,0,Global
1062-8738,2017,349,0,0,Global
1420-682X,2021,349,157,158,Global
1469-221X,2021,349,149,157,Global
0149-1970,2021,349,13,15,Global
0887-6177,2021,349,16,10,Global
0024-4937,2017,349,5,5,Global
0145-8876,2019,349,4,4,Global
0049-3848,2018,349,9,9,Global
1010-5182,2018,349,2,2,Global
0022-152X,2018,349,1,1,Global
0021-9975,2017,349,4,4,Global
0007-1323,2019,349,52,50,Global
1369-7021,2021,349,27,27,Global
0003-2409,2020,349,53,52,Global
0267-9477,2020,348,51,52,Global
0006-3592,2021,348,91,93,Global
0010-0277,2021,348,74,74,Global
1083-6160,2019,348,21,0,Global
2161-3915,2020,348,4,5,Global
1043-3074,2017,348,5,5,Global
1464-4096,2020,348,48,38,Global
1063-7850,2018,348,0,0,Global
0018-9162,2019,348,13,0,Global
0168-1605,2017,348,11,11,Global
0149-6395,2018,348,1,1,Global
0306-4603,2020,348,17,17,Global
1074-5351,2020,348,4,1,Global
0040-1951,2017,348,10,10,Global
1085-3278,2018,348,30,30,Global
0277-3791,2017,348,23,23,Global
1359-835X,2017,348,7,7,Global
1083-4435,2020,348,1,7,Global
1070-4280,2020,348,0,0,Global
2051-8153,2019,348,27,28,Global
0008-6363,2019,348,69,62,Global
0009-3130,2017,348,0,0,Global
0024-3205,2017,347,12,3,Global
0014-5793,2018,347,44,43,Global
0932-0067,2017,347,20,24,Global
2156-3950,2019,347,21,0,Global
1549-3296,2017,347,11,11,Global
0007-1188,2021,347,124,124,Global
0960-3182,2018,347,2,2,Global
2366-9608,2021,347,44,46,Global
1359-5113,2017,347,12,4,Global
0026-2714,2020,347,14,14,Global
1058-0468,2020,347,34,34,Global
1359-6640,2017,347,38,12,Global
0018-9251,2021,347,7,19,Global
1388-9842,2017,347,13,13,Global
0138-9130,2019,347,43,43,Global
1090-7165,2019,347,30,29,Global
0921-8831,2019,346,10,10,Global
0018-9200,2020,346,14,16,Global
0041-008X,2018,346,19,15,Global
0815-9319,2019,346,12,12,Global
1386-9477,2018,346,0,0,Global
1099-0496,2019,346,26,25,Global
0013-9580,2020,346,79,78,Global
1056-8719,2017,346,7,7,Global
0167-8140,2018,346,33,33,Global
1364-503X,2019,346,56,0,Global
0141-9870,2017,346,23,23,Global
0902-0063,2020,346,15,15,Global
0969-806X,2019,346,1,1,Global
1807-0302,2021,346,12,12,Global
2365-709X,2018,346,8,8,Global
1435-9529,2020,346,10,11,Global
0167-8655,2021,345,15,16,Global
2468-8231,2019,345,3,3,Global
1574-1443,2021,345,5,5,Global
0275-004X,2021,345,28,0,Global
2150-8097,2021,345,1,0,Global
0378-3812,2019,345,0,0,Global
0010-9452,2020,345,54,54,Global
1462-2912,2018,345,54,54,Global
0963-8288,2018,345,37,35,Global
1871-1413,2021,345,40,40,Global
0925-7535,2018,345,17,17,Global
0197-4580,2017,345,32,32,Global
0277-6715,2017,345,32,30,Global
0950-5423,2019,345,12,12,Global
0001-706X,2018,345,32,18,Global
0022-0469,2018,345,0,0,Global
2047-4830,2018,345,16,16,Global
0140-9883,2018,345,13,13,Global
2567-4765,2021,345,0,0,Global
1364-5021,2020,344,59,47,Global
0301-0104,2018,344,9,9,Global
0937-3462,2019,344,42,42,Global
1930-7381,2020,344,45,45,Global
1350-4851,2017,344,6,6,Global
1022-1336,2021,344,49,53,Global
1012-0386,2018,344,0,0,Global
0885-6087,2020,344,54,53,Global
0007-1285,2020,344,31,0,Global
0149-1970,2020,344,9,9,Global
0736-8046,2018,344,5,5,Global
2212-9820,2021,344,19,19,Global
0169-5002,2018,344,32,32,Global
1001-0742,2019,344,0,0,Global
0723-2632,2019,344,14,14,Global
0026-2714,2021,344,23,23,Global
1529-9430,2018,343,11,11,Global
2168-2216,2019,343,8,4,Global
0031-3998,2018,343,14,14,Global
1063-7850,2019,343,0,0,Global
0179-1990,2019,343,0,0,Global
1062-8738,2018,343,0,0,Global
1063-6706,2018,343,1,1,Global
0378-3812,2020,343,13,13,Global
0001-706X,2021,343,33,33,Global
1057-0829,2020,343,117,0,Global
0277-6715,2020,343,50,50,Global
0954-691X,2021,343,20,0,Global
1074-5351,2021,343,2,2,Global
0301-5629,2019,343,37,37,Global
0166-8641,2019,343,4,4,Global
0950-5423,2018,343,10,10,Global
0001-1541,2018,342,17,17,Global
1754-5692,2019,342,59,59,Global
0930-7516,2019,342,27,27,Global
0934-9723,2019,342,62,62,Global
0167-9899,2020,342,66,67,Global
1369-8478,2019,342,22,22,Global
1040-8398,2017,342,16,16,Global
1434-6001,2021,342,86,84,Global
1745-2473,2017,342,5,5,Global
0885-3185,2017,342,27,24,Global
1569-5794,2020,342,66,67,Global
1078-0998,2021,342,49,48,Global
0040-1951,2018,342,23,23,Global
0022-3042,2017,342,25,19,Global
0964-5691,2018,342,8,8,Global
0148-639X,2019,342,26,26,Global
1434-6060,2017,342,30,34,Global
1527-3342,2021,342,0,0,Global
0308-597X,2017,341,34,33,Global
1444-0903,2020,341,5,5,Global
0300-8177,2017,341,19,23,Global
1062-1024,2017,341,17,21,Global
1526-5161,2018,341,3,3,Global
0306-3674,2020,341,63,61,Global
2363-6203,2020,341,11,10,Global
0010-3616,2021,341,116,113,Global
0378-4274,2020,341,19,16,Global
0965-2140,2018,341,45,44,Global
1590-8658,2021,341,17,16,Global
0954-4070,2021,341,4,7,Global
1070-9878,2019,341,0,0,Global
1548-7091,2021,341,28,27,Global
1043-0679,2021,341,6,6,Global
0268-3369,2021,341,71,61,Global
0340-6199,2020,341,76,76,Global
0016-5751,2021,341,56,56,Global
0001-4575,2017,341,12,12,Global
2215-0366,2019,341,44,42,Global
0340-7004,2020,341,101,102,Global
0828-282X,2017,340,8,6,Global
1435-2443,2021,340,97,96,Global
1058-0468,2021,340,39,38,Global
0374-4884,2017,340,0,0,Global
0018-9162,2017,340,0,0,Global
0012-8252,2020,340,50,50,Global
0009-840X,2021,340,0,0,Global
1350-4495,2018,340,6,6,Global
0022-4197,2021,340,51,47,Global
2059-2302,2021,340,16,17,Global
1876-1070,2020,340,3,3,Global
0169-555X,2019,340,19,19,Global
0263-8231,2017,340,3,3,Global
1549-8328,2017,340,26,3,Global
2214-6296,2018,340,65,65,Global
1055-7903,2019,340,25,14,Global
1364-5072,2018,339,10,10,Global
0883-7694,2018,339,0,0,Global
1350-4495,2021,339,12,12,Global
1365-1609,2021,339,27,27,Global
0304-3800,2017,339,17,17,Global
1066-5285,2017,339,0,0,Global
2367-198X,2019,339,9,9,Global
1566-2543,2020,339,17,18,Global
0948-5023,2020,339,16,16,Global
1350-4495,2019,339,4,4,Global
2168-2267,2018,339,13,3,Global
0951-418X,2021,339,6,7,Global
0022-0736,2018,339,4,4,Global
0940-6719,2018,339,37,38,Global
1885-5857,2017,339,0,0,Global
0145-2134,2018,339,23,23,Global
