cr_year,issn_l,article_total,tdm_total,orcid_total,funder_total,abstract_total,ref_total,cat
2022,0003-1615,2,0,1,1,2,2,Global
2017,0003-2409,6,6,0,3,0,6,Global
2018,0003-2409,13,13,0,3,0,13,Global
2019,0003-2409,24,24,0,7,0,24,Global
2019,0003-2409,2,2,0,1,0,2,Germany
2020,0003-2409,52,52,20,15,0,52,Global
2020,0003-2409,3,3,0,1,0,3,Germany
2021,0003-2409,28,28,12,6,0,28,Global
2021,0003-2409,1,1,1,0,0,1,Germany
2022,0003-2409,42,42,30,17,0,42,Global
2022,0003-2409,5,5,4,1,0,5,Germany
2017,0003-2417,5,5,0,3,0,5,Global
2017,0003-2417,2,2,0,1,0,2,Germany
2018,0003-2417,3,3,0,1,0,3,Global
2018,0003-2417,1,1,0,0,0,1,Germany
2019,0003-2417,4,4,0,3,2,4,Global
2019,0003-2417,1,1,0,0,0,1,Germany
2020,0003-2417,39,39,1,36,34,39,Global
2020,0003-2417,37,37,1,34,32,37,Germany
2021,0003-2417,38,38,0,31,32,37,Global
2021,0003-2417,30,30,0,26,26,29,Germany
2022,0003-2417,3,3,0,1,1,3,Global
2022,0003-2417,2,2,0,1,1,2,Germany
2021,0003-2638,14,0,8,7,13,14,Global
2021,0003-2638,2,0,0,1,2,2,Germany
2022,0003-2638,6,0,5,2,5,6,Global
2017,0003-2654,11,0,8,7,11,11,Global
2018,0003-2654,44,0,35,29,44,32,Global
2018,0003-2654,3,0,3,3,3,3,Germany
2019,0003-2654,45,0,39,33,45,38,Global
2019,0003-2654,4,0,4,3,4,4,Germany
2020,0003-2654,89,0,67,58,89,72,Global
2020,0003-2654,6,0,5,5,6,5,Germany
2021,0003-2654,95,0,82,69,95,80,Global
2021,0003-2654,7,0,6,6,7,7,Germany
2022,0003-2654,49,0,39,37,49,38,Global
2022,0003-2654,2,0,2,1,2,2,Germany
2017,0003-2670,15,15,13,11,0,15,Global
2017,0003-2670,1,1,1,0,0,1,Germany
2018,0003-2670,23,23,17,18,0,23,Global
2019,0003-2670,4,4,4,3,0,4,Global
2020,0003-2670,4,4,2,4,0,4,Global
2021,0003-2670,75,75,60,53,0,75,Global
2021,0003-2670,2,2,2,2,0,2,Germany
2022,0003-2670,91,91,79,39,0,91,Global
2022,0003-2670,7,7,7,4,0,7,Germany
2017,0003-2697,16,16,11,10,0,16,Global
2018,0003-2697,16,16,10,12,0,16,Global
2019,0003-2697,11,11,5,11,0,11,Global
2019,0003-2697,1,1,0,1,0,1,Germany
2020,0003-2697,20,20,7,16,0,20,Global
2021,0003-2697,19,19,15,14,0,19,Global
2022,0003-2697,43,43,31,17,0,43,Global
2022,0003-2697,1,1,1,1,0,1,Germany
2018,0003-2700,1,0,1,1,0,1,Global
2019,0003-2700,4,0,4,3,0,4,Global
2020,0003-2700,16,0,16,15,0,16,Global
2020,0003-2700,1,0,1,1,0,1,Germany
2021,0003-2700,236,0,236,206,0,236,Global
2021,0003-2700,15,0,15,14,0,15,Germany
2022,0003-2700,202,0,202,178,0,201,Global
2022,0003-2700,15,0,15,12,0,15,Germany
2017,0003-2719,1,1,0,0,0,1,Global
2019,0003-2719,1,1,1,1,0,1,Global
2020,0003-2719,1,0,0,0,0,1,Global
2020,0003-2719,1,0,0,0,0,1,Germany
2021,0003-2719,2,0,0,1,0,2,Global
2022,0003-2719,2,0,1,0,0,2,Global
2017,0003-3197,1,1,0,0,1,1,Global
2020,0003-3197,4,4,4,1,4,4,Global
2021,0003-3197,11,11,11,3,11,11,Global
2021,0003-3197,2,2,2,0,2,2,Germany
2022,0003-3197,5,5,5,1,4,5,Global
2022,0003-3197,1,1,1,0,1,1,Germany
2021,0003-3286,1,1,0,0,1,0,Global
2022,0003-3286,5,5,1,0,4,0,Global
2017,0003-3472,25,25,21,23,0,25,Global
2017,0003-3472,2,2,2,2,0,2,Germany
2018,0003-3472,18,18,9,14,0,17,Global
2019,0003-3472,11,11,4,11,0,11,Global
2019,0003-3472,1,1,1,1,0,1,Germany
2020,0003-3472,25,25,25,24,0,25,Global
2020,0003-3472,4,4,4,4,0,4,Germany
2021,0003-3472,42,42,40,28,0,41,Global
2021,0003-3472,5,5,5,5,0,5,Germany
2022,0003-3472,45,45,44,10,0,45,Global
2022,0003-3472,4,4,4,1,0,4,Germany
2017,0003-3790,1,0,0,1,0,0,Global
2019,0003-3790,1,0,0,0,0,0,Global
2020,0003-3790,4,0,2,2,0,0,Global
2020,0003-3790,1,0,0,0,0,0,Germany
2021,0003-3790,5,0,4,5,0,0,Global
2022,0003-3790,3,0,3,1,0,0,Global
2022,0003-3790,1,0,1,0,0,0,Germany
2018,0003-3804,2,2,2,2,0,2,Global
2018,0003-3804,1,1,1,1,0,1,Germany
2019,0003-3804,5,5,5,5,0,5,Global
2019,0003-3804,1,1,1,1,0,1,Germany
2020,0003-3804,13,13,13,9,0,13,Global
2020,0003-3804,8,8,8,7,0,8,Germany
2021,0003-3804,20,20,17,11,0,20,Global
2021,0003-3804,10,10,8,5,0,10,Germany
2022,0003-3804,29,29,26,20,0,29,Global
2022,0003-3804,8,8,7,3,0,8,Germany
2018,0003-4088,4,0,2,0,4,4,Global
2019,0003-4088,6,0,3,1,6,6,Global
2021,0003-4088,4,0,3,4,4,4,Global
2018,0003-4266,1,1,0,0,0,1,Global
2019,0003-4266,5,5,0,0,0,4,Global
2020,0003-4266,1,1,0,0,0,1,Global
2021,0003-4266,2,2,0,2,0,2,Global
2022,0003-4266,4,4,2,3,0,4,Global
2017,0003-4347,1,1,1,0,0,1,Global
2018,0003-4347,1,1,1,0,0,1,Global
2020,0003-4347,10,10,9,8,10,10,Global
2020,0003-4347,2,2,2,1,2,2,Germany
2021,0003-4347,5,5,5,4,5,5,Global
2022,0003-4347,3,3,3,3,3,3,Global
2022,0003-4347,2,2,2,2,2,2,Germany
2019,0003-4452,1,0,1,0,1,1,Global
2020,0003-4452,1,0,1,0,1,1,Global
2021,0003-4452,2,0,2,0,2,2,Global
2022,0003-4452,2,0,1,0,2,2,Global
2021,0003-4487,7,7,5,2,0,7,Global
2022,0003-4487,9,9,0,1,0,9,Global
2018,0003-4746,2,2,2,2,0,2,Global
2019,0003-4746,3,3,3,3,0,3,Global
2020,0003-4746,13,13,11,11,0,13,Global
2020,0003-4746,2,2,2,2,0,2,Germany
2021,0003-4746,11,11,11,5,0,11,Global
2021,0003-4746,2,2,2,2,0,2,Germany
2022,0003-4746,12,12,10,6,0,12,Global
2022,0003-4746,4,4,4,2,0,4,Germany
2017,0003-4800,3,3,3,3,0,3,Global
2018,0003-4800,2,2,2,2,0,2,Global
2019,0003-4800,7,7,7,5,0,7,Global
2019,0003-4800,2,2,2,1,0,2,Germany
2020,0003-4800,3,3,3,2,0,3,Global
2021,0003-4800,3,3,3,0,0,3,Global
2022,0003-4800,5,5,1,1,0,5,Global
2020,0003-4894,8,8,8,1,8,8,Global
2021,0003-4894,16,16,16,3,16,16,Global
2022,0003-4894,6,6,6,2,6,6,Global
2022,0003-4894,1,1,1,1,1,1,Germany
2018,0003-4916,4,4,0,4,0,4,Global
2019,0003-4916,3,3,0,3,0,3,Global
2019,0003-4916,1,1,0,1,0,1,Germany
2020,0003-4916,5,5,4,4,0,5,Global
2021,0003-4916,10,10,9,5,0,10,Global
2022,0003-4916,17,17,12,8,0,17,Global
2019,0003-4967,13,0,12,11,10,13,Global
2019,0003-4967,1,0,1,1,1,1,Germany
2020,0003-4967,95,0,93,79,79,91,Global
2020,0003-4967,6,0,6,4,5,5,Germany
2021,0003-4967,97,0,93,77,83,96,Global
2021,0003-4967,8,0,8,5,7,8,Germany
2022,0003-4967,64,0,63,56,60,64,Global
2022,0003-4967,13,0,13,10,11,13,Germany
2017,0003-4975,5,5,0,1,0,5,Global
2018,0003-4975,1,1,0,1,0,1,Global
2019,0003-4975,1,1,0,1,0,1,Global
2019,0003-4975,1,1,0,1,0,1,Germany
2020,0003-4975,1,1,0,0,0,1,Global
2021,0003-4975,14,14,0,7,0,14,Global
2022,0003-4975,28,28,10,10,0,27,Global
2022,0003-4975,1,1,0,0,0,1,Germany
2020,0003-5157,1,1,0,0,0,0,Global
2020,0003-5696,2,2,0,0,0,2,Global
2021,0003-5696,1,1,0,0,0,1,Global
2018,0003-5815,1,0,0,0,1,1,Global
2019,0003-5815,2,0,0,0,2,2,Global
2020,0003-5815,4,0,1,0,4,4,Global
2021,0003-5815,3,0,1,0,2,2,Global
2022,0003-5815,3,0,1,0,3,3,Global
2017,0003-598X,7,0,2,0,7,7,Global
2018,0003-598X,16,0,7,0,16,16,Global
2019,0003-598X,20,0,10,0,19,20,Global
2019,0003-598X,4,0,2,0,4,4,Germany
2020,0003-598X,43,0,23,0,41,42,Global
2020,0003-598X,3,0,2,0,3,3,Germany
2021,0003-598X,57,0,42,14,57,57,Global
2021,0003-598X,2,0,1,0,2,2,Germany
2022,0003-598X,41,0,28,28,40,40,Global
2022,0003-598X,5,0,4,5,5,5,Germany
2020,0003-603X,7,7,0,0,6,0,Global
2021,0003-603X,1,1,0,0,1,0,Global
2021,0003-603X,1,1,0,0,1,0,Germany
2022,0003-603X,5,5,0,1,5,0,Global
2017,0003-6072,21,21,4,12,0,21,Global
2017,0003-6072,1,1,0,0,0,1,Germany
2018,0003-6072,15,15,12,11,0,15,Global
2019,0003-6072,9,9,6,5,5,9,Global
2020,0003-6072,23,23,13,20,23,23,Global
2020,0003-6072,11,11,7,10,11,11,Germany
2021,0003-6072,16,16,13,14,15,15,Global
2021,0003-6072,6,6,6,6,6,6,Germany
2022,0003-6072,13,13,11,10,12,12,Global
2022,0003-6072,5,5,4,5,5,5,Germany
2020,0003-6390,5,5,1,0,5,5,Global
2021,0003-6390,2,2,1,0,2,2,Global
2022,0003-6390,2,2,2,0,2,2,Global
2017,0003-6811,1,1,0,0,0,1,Global
2018,0003-6811,6,3,2,4,0,6,Global
2018,0003-6811,1,0,1,1,0,1,Germany
2019,0003-6811,4,1,1,3,0,4,Global
2020,0003-6811,6,0,5,4,0,6,Global
2020,0003-6811,1,0,1,0,0,1,Germany
2021,0003-6811,9,0,5,6,0,9,Global
2021,0003-6811,1,0,0,1,0,1,Germany
2017,0003-682X,6,6,1,5,0,6,Global
2018,0003-682X,12,12,5,1,0,12,Global
2019,0003-682X,13,13,7,9,0,13,Global
2019,0003-682X,2,2,2,1,0,2,Germany
2020,0003-682X,16,16,0,8,0,16,Global
2020,0003-682X,2,2,0,1,0,2,Germany
2021,0003-682X,42,42,0,28,0,42,Global
2021,0003-682X,2,2,0,1,0,2,Germany
2022,0003-682X,42,42,1,18,0,42,Global
2022,0003-682X,5,5,0,0,0,5,Germany
2021,0003-6838,3,3,0,0,3,3,Global
2022,0003-6838,8,8,0,0,8,8,Global
2017,0003-6846,7,7,3,3,0,7,Global
2017,0003-6846,2,2,1,1,0,2,Germany
2018,0003-6846,6,6,0,2,0,6,Global
2018,0003-6846,2,2,0,1,0,2,Germany
2019,0003-6846,18,8,7,5,0,18,Global
2019,0003-6846,3,1,1,1,0,3,Germany
2020,0003-6846,15,0,8,6,0,15,Global
2020,0003-6846,3,0,1,1,0,3,Germany
2021,0003-6846,31,0,15,18,0,31,Global
2021,0003-6846,1,0,1,0,0,1,Germany
2022,0003-6846,21,0,9,7,0,21,Global
2022,0003-6846,1,0,0,0,0,1,Germany
2017,0003-6862,3,3,0,3,0,3,Global
2018,0003-6862,2,2,1,2,0,2,Global
2019,0003-6862,5,5,3,3,1,5,Global
2020,0003-6862,3,3,1,1,3,3,Global
2021,0003-6862,3,3,3,3,3,3,Global
2022,0003-6862,6,6,3,6,6,6,Global
2017,0003-6870,20,20,14,14,0,20,Global
2018,0003-6870,15,15,7,10,0,14,Global
2019,0003-6870,10,10,8,8,0,10,Global
2019,0003-6870,1,1,1,0,0,1,Germany
2020,0003-6870,14,14,5,11,0,14,Global
2021,0003-6870,34,34,21,27,0,34,Global
2021,0003-6870,1,1,1,1,0,1,Germany
2022,0003-6870,53,53,48,24,0,52,Global
2022,0003-6870,2,2,2,2,0,2,Germany
2017,0003-6951,13,0,6,13,0,13,Global
2018,0003-6951,4,0,2,4,0,4,Global
2018,0003-6951,1,0,0,1,0,1,Germany
2019,0003-7028,1,1,1,1,1,1,Global
2020,0003-7028,15,15,15,4,15,15,Global
2020,0003-7028,1,1,1,0,1,1,Germany
2021,0003-7028,19,19,19,13,19,19,Global
2021,0003-7028,3,3,3,3,3,3,Germany
2022,0003-7028,13,13,13,12,13,13,Global
2022,0003-7028,1,1,1,1,1,1,Germany
2018,0003-7982,1,1,0,0,1,1,Global
2020,0003-7982,7,7,0,0,3,3,Global
2020,0003-7982,1,1,0,0,0,0,Germany
2021,0003-7982,2,2,0,0,1,1,Global
2021,0003-7982,2,2,0,0,1,1,Germany
2022,0003-7982,4,4,0,0,2,2,Global
2022,0003-7982,4,4,0,0,2,2,Germany
2017,0003-813X,3,3,2,0,0,3,Global
2018,0003-813X,7,7,3,2,0,7,Global
2019,0003-813X,8,8,6,7,0,8,Global
2020,0003-813X,24,24,17,13,0,24,Global
2020,0003-813X,4,4,4,2,0,4,Germany
2021,0003-813X,23,23,18,10,0,23,Global
2021,0003-813X,2,2,1,2,0,2,Germany
2022,0003-813X,22,22,19,11,0,22,Global
2022,0003-813X,4,4,4,2,0,4,Germany
2017,0003-8628,3,3,0,0,0,3,Global
2018,0003-8628,1,1,1,1,0,1,Global
2019,0003-8628,3,2,3,2,0,3,Global
2021,0003-8628,7,0,6,4,0,7,Global
2022,0003-8628,4,0,3,3,0,4,Global
2017,0003-889X,11,11,5,10,0,10,Global
2018,0003-889X,7,7,3,6,1,7,Global
2019,0003-889X,16,16,11,14,3,16,Global
2020,0003-889X,23,23,13,20,22,23,Global
2020,0003-889X,10,10,6,8,10,10,Germany
2021,0003-889X,28,28,25,27,28,28,Global
2021,0003-889X,12,12,11,12,12,12,Germany
2022,0003-889X,23,23,19,14,23,23,Global
2022,0003-889X,3,3,3,3,3,3,Germany
2018,0003-9101,1,1,0,0,1,1,Global
2019,0003-9101,1,1,0,0,1,1,Global
2020,0003-9101,6,6,0,0,5,5,Global
2021,0003-9101,5,5,0,0,5,5,Global
2021,0003-9101,1,1,0,0,1,1,Germany
2022,0003-9101,5,5,1,0,5,5,Global
2022,0003-9101,1,1,0,0,1,1,Germany
2017,0003-9519,1,1,1,1,0,1,Global
2018,0003-9519,1,1,1,0,0,1,Global
2019,0003-9519,5,5,4,2,0,5,Global
2020,0003-9519,5,5,5,3,5,5,Global
2020,0003-9519,3,3,3,2,3,3,Germany
2021,0003-9519,4,4,4,3,4,4,Global
2021,0003-9519,1,1,1,1,1,1,Germany
2022,0003-9519,7,7,6,5,7,7,Global
2022,0003-9519,1,1,1,1,1,1,Germany
2017,0003-9527,12,12,4,9,0,12,Global
2018,0003-9527,11,11,6,8,0,11,Global
2018,0003-9527,2,2,1,2,0,2,Germany
2019,0003-9527,15,15,12,14,1,15,Global
2019,0003-9527,2,2,2,2,0,2,Germany
2020,0003-9527,23,23,21,23,22,23,Global
2020,0003-9527,5,5,4,5,4,5,Germany
2021,0003-9527,39,39,37,38,39,39,Global
2021,0003-9527,10,10,9,10,10,10,Germany
2022,0003-9527,26,26,21,24,25,25,Global
2022,0003-9527,1,1,1,1,1,1,Germany
2018,0003-9756,1,0,0,0,1,1,Global
2018,0003-9756,1,0,0,0,1,1,Germany
2019,0003-9756,1,0,0,0,1,1,Global
2020,0003-9756,7,0,1,0,5,7,Global
2021,0003-9756,1,0,0,0,1,1,Global
2022,0003-9756,6,0,1,0,6,6,Global
2022,0003-9756,2,0,1,0,2,2,Germany
2017,0003-9861,7,7,6,5,0,7,Global
2018,0003-9861,7,7,5,7,0,7,Global
2019,0003-9861,9,9,3,8,0,9,Global
2020,0003-9861,12,12,4,11,0,12,Global
2021,0003-9861,21,21,20,16,0,20,Global
2021,0003-9861,2,2,2,2,0,2,Germany
2022,0003-9861,19,19,16,11,0,19,Global
2018,0003-9888,1,0,1,0,0,1,Global
2019,0003-9888,12,0,11,11,11,12,Global
2020,0003-9888,40,0,38,28,35,40,Global
2021,0003-9888,56,0,54,35,45,55,Global
2022,0003-9888,31,0,30,24,28,31,Global
2022,0003-9888,2,0,2,2,2,2,Germany
2017,0003-9969,2,2,0,1,0,2,Global
2017,0003-9969,1,1,0,0,0,1,Germany
2018,0003-9969,4,4,2,3,0,4,Global
2019,0003-9969,7,7,3,6,0,7,Global
2019,0003-9969,1,1,1,1,0,1,Germany
2020,0003-9969,11,11,2,8,0,11,Global
2021,0003-9969,12,12,7,8,0,12,Global
2021,0003-9969,1,1,1,0,0,1,Germany
2022,0003-9969,13,13,0,7,0,13,Global
2017,0003-9993,7,7,2,0,0,6,Global
2018,0003-9993,4,4,2,1,0,4,Global
2019,0003-9993,10,10,7,7,0,10,Global
2020,0003-9993,13,13,3,11,0,13,Global
2021,0003-9993,26,26,5,18,0,26,Global
2022,0003-9993,35,35,26,11,0,32,Global
2022,0003-9993,1,1,0,1,0,1,Germany
2017,0004-0002,19,19,10,5,0,19,Global
2018,0004-0002,19,19,12,8,0,19,Global
2018,0004-0002,1,1,1,1,0,1,Germany
2019,0004-0002,21,21,16,12,9,21,Global
2019,0004-0002,1,1,1,1,1,1,Germany
2020,0004-0002,44,44,35,20,33,43,Global
2020,0004-0002,5,5,4,1,2,5,Germany
2021,0004-0002,69,69,68,45,65,65,Global
2021,0004-0002,8,8,8,8,7,8,Germany
2022,0004-0002,55,55,53,42,53,54,Global
2022,0004-0002,2,2,2,2,2,2,Germany
2017,0004-069X,22,22,10,14,0,22,Global
2018,0004-069X,14,14,9,8,1,14,Global
2018,0004-069X,1,1,1,1,0,1,Germany
2019,0004-069X,14,14,11,10,1,13,Global
2020,0004-069X,11,11,9,8,11,11,Global
2021,0004-069X,19,19,17,14,19,19,Global
2022,0004-069X,9,9,9,6,9,9,Global
2022,0004-069X,1,1,1,1,1,1,Germany
2017,0004-0894,7,7,2,5,0,7,Global
2018,0004-0894,13,13,12,8,0,13,Global
2019,0004-0894,9,9,9,7,0,9,Global
2019,0004-0894,1,1,1,1,0,1,Germany
2020,0004-0894,31,31,29,15,0,31,Global
2021,0004-0894,29,29,29,18,0,29,Global
2021,0004-0894,3,3,3,2,0,3,Germany
2022,0004-0894,38,38,38,14,0,38,Global
2022,0004-0894,3,3,3,0,0,3,Germany
2020,0004-3125,1,0,1,0,0,1,Global
2021,0004-3125,1,0,1,0,0,1,Global
2022,0004-3125,4,0,3,0,0,4,Global
2021,0004-3389,1,0,1,1,0,1,Global
2017,0004-3702,5,5,3,5,0,5,Global
2018,0004-3702,3,3,2,3,0,3,Global
2018,0004-3702,1,1,1,1,0,1,Germany
2019,0004-3702,6,6,5,5,0,6,Global
2019,0004-3702,1,1,0,0,0,1,Germany
2020,0004-3702,7,7,3,6,0,7,Global
2021,0004-3702,26,26,24,17,0,26,Global
2021,0004-3702,3,3,3,3,0,3,Germany
2022,0004-3702,31,31,30,15,0,31,Global
2018,0004-4717,2,2,0,0,2,1,Global
2019,0004-4717,1,1,0,0,1,1,Global
2018,0004-5632,4,4,3,1,4,4,Global
2019,0004-5632,5,5,4,2,5,5,Global
2020,0004-5632,8,8,8,2,8,8,Global
2021,0004-5632,8,8,8,2,7,8,Global
2022,0004-5632,3,3,3,1,3,3,Global
2018,0004-6264,10,0,0,9,0,10,Global
2018,0004-6264,2,0,0,2,0,2,Germany
2019,0004-6264,6,0,3,5,6,6,Global
2019,0004-6264,1,0,0,1,1,1,Germany
2020,0004-6264,11,0,7,8,11,11,Global
2021,0004-6264,11,0,9,10,11,11,Global
2022,0004-6264,13,0,11,12,13,13,Global
2017,0004-6280,19,19,5,9,0,19,Global
2018,0004-6280,12,12,8,6,0,12,Global
2018,0004-6280,1,1,1,1,0,1,Germany
2019,0004-6280,18,18,13,13,8,18,Global
2020,0004-6280,10,10,8,6,10,10,Global
2021,0004-6280,20,20,17,12,18,19,Global
2021,0004-6280,2,2,1,1,2,2,Germany
2022,0004-6280,31,31,30,18,31,31,Global
2022,0004-6280,1,1,1,1,1,1,Germany
2017,0004-6337,1,1,0,1,0,1,Global
2019,0004-6337,10,10,0,4,0,10,Global
2019,0004-6337,6,6,0,2,0,6,Germany
2020,0004-6337,20,20,0,10,0,19,Global
2020,0004-6337,17,17,0,9,0,17,Germany
2021,0004-6337,36,36,21,16,0,36,Global
2021,0004-6337,19,19,8,9,0,19,Germany
2022,0004-6337,12,12,7,3,0,12,Global
2022,0004-6337,6,6,2,3,0,6,Germany
2017,0004-6361,1,0,1,0,1,1,Global
2018,0004-6361,189,0,75,37,187,188,Global
2018,0004-6361,10,0,3,3,10,10,Germany
2019,0004-6361,464,0,234,110,457,460,Global
2019,0004-6361,101,0,49,22,100,101,Germany
2020,0004-6361,524,0,301,131,517,521,Global
2020,0004-6361,136,0,84,33,135,136,Germany
2021,0004-6361,532,0,332,154,526,528,Global
2021,0004-6361,108,0,68,31,106,107,Germany
2022,0004-6361,809,0,549,255,796,800,Global
2022,0004-6361,11,0,5,3,7,9,Germany
2017,0004-640X,3,3,2,2,0,3,Global
2018,0004-640X,5,5,4,3,0,5,Global
2019,0004-640X,8,8,5,3,4,8,Global
2020,0004-640X,6,6,4,4,5,6,Global
2020,0004-640X,1,1,1,0,0,1,Germany
2021,0004-640X,7,7,6,6,7,7,Global
2021,0004-640X,3,3,3,3,3,3,Germany
2022,0004-640X,10,10,7,8,9,10,Global
2022,0004-640X,1,1,0,1,0,1,Germany
2019,0004-8038,4,0,2,4,4,4,Global
2020,0004-8038,5,0,2,3,3,3,Global
2021,0004-8038,3,0,2,1,3,3,Global
2022,0004-8038,6,0,5,6,5,6,Global
2017,0004-8380,3,3,0,1,0,3,Global
2018,0004-8380,3,3,3,0,0,3,Global
2019,0004-8380,1,1,1,0,0,1,Global
2020,0004-8380,7,7,6,2,0,7,Global
2020,0004-8380,1,1,1,0,0,1,Germany
2021,0004-8380,13,13,13,1,0,13,Global
2021,0004-8380,3,3,3,0,0,3,Germany
2022,0004-8380,26,26,24,7,0,25,Global
2017,0004-8402,4,3,0,3,0,4,Global
2019,0004-8402,6,4,1,3,0,6,Global
2020,0004-8402,5,0,3,2,0,5,Global
2020,0004-8402,1,0,1,0,0,1,Germany
2021,0004-8402,18,0,7,3,0,17,Global
2021,0004-8402,1,0,0,0,0,1,Germany
2022,0004-8402,10,0,7,0,0,10,Global
2022,0004-8402,1,0,1,0,0,1,Germany
2018,0004-8658,1,1,1,0,1,1,Global
2020,0004-8658,1,1,1,0,1,1,Global
2018,0004-8666,3,3,3,1,0,3,Global
2019,0004-8666,3,3,3,1,0,3,Global
2020,0004-8666,5,5,5,1,0,5,Global
2021,0004-8666,5,5,5,1,0,5,Global
2022,0004-8666,58,58,58,17,0,58,Global
2019,0004-8674,1,1,1,1,1,1,Global
2020,0004-8674,10,10,10,7,9,10,Global
2021,0004-8674,17,17,17,5,15,17,Global
2021,0004-8674,1,1,1,0,0,1,Germany
2022,0004-8674,11,11,11,4,11,11,Global
2020,0004-8992,2,2,2,0,0,2,Global
2021,0004-8992,4,4,4,1,0,4,Global
2022,0004-8992,3,3,2,1,0,2,Global
2020,0004-900X,2,2,2,1,0,2,Global
2020,0004-900X,1,1,1,0,0,1,Germany
2021,0004-900X,1,1,1,1,0,1,Global
2022,0004-900X,5,5,3,0,0,5,Global
2018,0004-9018,1,1,0,0,0,1,Global
2019,0004-9018,1,1,0,0,0,1,Global
2019,0004-9018,1,1,0,0,0,1,Germany
2020,0004-9018,1,1,0,1,0,1,Global
2021,0004-9018,1,1,0,0,0,1,Global
2022,0004-9018,17,17,6,2,0,17,Global
2017,0004-9158,9,9,6,8,0,9,Global
2018,0004-9158,2,2,1,2,0,2,Global
2019,0004-9158,12,11,7,11,0,12,Global
2020,0004-9158,7,0,7,6,0,7,Global
2022,0004-9158,2,0,0,2,0,2,Global
2017,0004-9182,2,2,1,2,0,2,Global
2020,0004-9182,1,0,1,1,0,1,Global
2021,0004-9182,1,0,0,0,0,1,Global
2020,0004-9441,1,1,1,1,1,1,Global
2020,0004-9522,1,1,0,0,0,0,Global
2021,0004-9522,1,1,1,0,0,0,Global
2022,0004-9522,4,4,3,0,0,0,Global
2022,0004-9522,1,1,1,0,0,0,Germany
2017,0004-9727,1,0,0,0,1,1,Global
2018,0004-9727,3,0,3,0,3,3,Global
2018,0004-9727,1,0,1,0,1,1,Germany
2019,0004-9727,1,0,1,0,1,1,Global
2020,0004-9727,3,0,3,0,3,3,Global
2020,0004-9727,1,0,1,0,1,1,Germany
2021,0004-9727,11,0,11,2,11,11,Global
2022,0004-9727,8,0,8,0,8,8,Global
2017,0005-0067,1,1,0,1,0,1,Global
2019,0005-0067,2,2,0,2,0,2,Global
2020,0005-0067,1,1,0,0,0,1,Global
2021,0005-0067,1,0,1,1,0,1,Global
2022,0005-0067,1,0,1,1,0,1,Global
2017,0005-0423,1,1,0,1,0,1,Global
2019,0005-0423,2,2,1,0,0,2,Global
2019,0005-0423,1,1,1,0,0,1,Germany
2020,0005-0423,4,4,1,2,0,4,Global
2021,0005-0423,6,6,4,4,0,6,Global
2022,0005-0423,43,43,39,18,0,43,Global
2017,0005-1098,7,7,0,6,0,7,Global
2018,0005-1098,2,2,0,2,0,2,Global
2019,0005-1098,5,5,1,5,0,5,Global
2020,0005-1098,10,10,0,9,0,10,Global
2020,0005-1098,1,1,0,1,0,1,Germany
2021,0005-1098,44,44,0,34,0,44,Global
2021,0005-1098,1,1,0,1,0,1,Germany
2022,0005-1098,58,58,1,32,0,58,Global
2021,0005-1179,1,1,0,0,1,1,Global
2017,0005-2728,9,9,0,7,0,9,Global
2018,0005-2728,9,9,0,8,0,9,Global
2019,0005-2728,10,10,2,10,0,10,Global
2019,0005-2728,2,2,0,2,0,2,Germany
2020,0005-2728,17,17,0,17,0,17,Global
2020,0005-2728,1,1,0,1,0,1,Germany
2021,0005-2728,16,16,0,15,0,16,Global
2021,0005-2728,2,2,0,2,0,2,Germany
2022,0005-2728,13,13,1,6,0,13,Global
2022,0005-2728,1,1,0,1,0,1,Germany
2017,0005-2736,12,12,3,8,0,12,Global
2017,0005-2736,1,1,0,1,0,1,Germany
2018,0005-2736,16,16,1,14,0,16,Global
2018,0005-2736,1,1,0,1,0,1,Germany
2019,0005-2736,15,15,1,14,0,15,Global
2020,0005-2736,38,38,1,38,0,38,Global
2020,0005-2736,2,2,0,2,0,2,Germany
2021,0005-2736,21,21,0,17,0,21,Global
2021,0005-2736,2,2,0,1,0,2,Germany
2022,0005-2736,28,28,2,12,0,28,Global
2022,0005-2736,2,2,0,0,0,2,Germany
2021,0005-576X,1,0,0,0,0,0,Global
2022,0005-576X,1,0,0,0,0,0,Global
2018,0005-772X,1,1,1,0,0,1,Global
2019,0005-772X,2,2,2,0,0,2,Global
2020,0005-772X,2,0,2,0,0,2,Global
2021,0005-772X,16,0,15,1,0,16,Global
2022,0005-772X,3,0,2,1,0,3,Global
2017,0005-7894,1,1,0,0,0,1,Global
2019,0005-7894,1,1,0,1,0,1,Global
2020,0005-7894,3,3,0,2,0,3,Global
2021,0005-7894,5,5,4,4,0,5,Global
2022,0005-7894,17,17,3,9,0,17,Global
2022,0005-7894,1,1,1,0,0,1,Germany
2017,0005-7916,4,4,2,2,0,4,Global
2017,0005-7916,2,2,1,1,0,2,Germany
2018,0005-7916,1,1,1,1,0,1,Global
2019,0005-7916,3,3,1,2,0,3,Global
2020,0005-7916,6,6,2,6,0,6,Global
2021,0005-7916,15,15,5,8,0,15,Global
2021,0005-7916,1,1,0,1,0,1,Germany
2022,0005-7916,13,13,12,7,0,13,Global
2018,0005-7959,4,4,0,0,4,4,Global
2019,0005-7959,12,12,0,0,12,2,Global
