issn_l,cr_year,cc,cc_total,jn_all,prop
1464-780X,2020,NA,0,936,0
1464-780X,2021,NA,0,932,0
1464-780X,2022,NA,0,435,0
1464-7893,2017,CC BY,1,26,0.038461538461538464
1464-7893,2018,NA,0,20,0
1464-7893,2019,NA,0,28,0
1464-7893,2020,CC BY,1,50,0.02
1464-7893,2020,CC BY-NC-ND,2,50,0.04
1464-7893,2021,CC BY-NC-ND,5,33,0.15151515151515152
1464-7893,2022,CC BY,1,33,0.030303030303030304
1464-7893,2022,CC BY-NC-ND,9,33,0.2727272727272727
1464-8172,2017,NA,0,18,0
1464-8172,2018,NA,0,17,0
1464-8172,2019,NA,0,19,0
1464-8172,2020,CC BY,5,27,0.18518518518518517
1464-8172,2021,CC BY,6,23,0.2608695652173913
1464-8172,2022,CC BY-NC,3,13,0.23076923076923078
1464-9055,2017,NA,0,11,0
1464-9357,2017,CC BY,3,59,0.05084745762711865
1464-9357,2017,CC BY-NC-ND,2,59,0.03389830508474576
1464-9357,2018,CC BY-NC-ND,1,47,0.02127659574468085
1464-9357,2018,CC BY,1,47,0.02127659574468085
1464-9357,2019,CC BY-NC-ND,5,57,0.08771929824561403
1464-9357,2020,CC BY-NC-ND,3,47,0.06382978723404255
1464-9357,2020,CC BY,1,47,0.02127659574468085
1464-9357,2021,CC BY,7,58,0.1206896551724138
1464-9357,2021,CC BY-NC-ND,10,58,0.1724137931034483
1464-9357,2022,CC BY,4,33,0.12121212121212122
1464-9357,2022,CC BY-NC-ND,7,33,0.21212121212121213
1464-9365,2017,CC BY-NC-ND,2,124,0.016129032258064516
1464-9365,2017,CC BY,6,124,0.04838709677419355
1464-9365,2018,CC BY-NC-ND,7,106,0.0660377358490566
1464-9365,2018,CC BY,5,106,0.04716981132075472
1464-9365,2019,CC BY-NC-ND,3,95,0.031578947368421054
1464-9365,2019,CC BY,6,95,0.06315789473684211
1464-9365,2020,CC BY,5,65,0.07692307692307693
1464-9365,2020,CC BY-NC-ND,5,65,0.07692307692307693
1464-9365,2021,CC BY,10,82,0.12195121951219512
1464-9365,2021,CC BY-NC-ND,19,82,0.23170731707317074
1464-9365,2022,CC BY-NC-ND,19,86,0.22093023255813954
1464-9365,2022,CC BY,13,86,0.1511627906976744
1464-9373,2017,CC BY-NC-ND,1,52,0.019230769230769232
1464-9373,2018,CC BY,1,48,0.020833333333333332
1464-9373,2019,NA,0,47,0
1464-9373,2020,CC BY,1,52,0.019230769230769232
1464-9373,2020,CC BY-NC-ND,1,52,0.019230769230769232
1464-9373,2021,CC BY-NC-ND,2,54,0.037037037037037035
1464-9373,2022,NA,0,28,0
1465-0045,2017,CC BY-NC-ND,1,77,0.012987012987012988
1465-0045,2017,CC BY,1,77,0.012987012987012988
1465-0045,2018,CC BY-NC-ND,6,78,0.07692307692307693
1465-0045,2018,CC BY,7,78,0.08974358974358974
1465-0045,2019,CC BY-NC-ND,3,68,0.04411764705882353
1465-0045,2019,CC BY,1,68,0.014705882352941176
1465-0045,2020,CC BY-NC-ND,9,80,0.1125
1465-0045,2020,CC BY,3,80,0.0375
1465-0045,2021,CC BY-NC-ND,12,70,0.17142857142857143
1465-0045,2021,CC BY-NC,1,70,0.014285714285714285
1465-0045,2021,CC BY,6,70,0.08571428571428572
1465-0045,2022,CC BY,3,44,0.06818181818181818
1465-0045,2022,CC BY-NC-ND,14,44,0.3181818181818182
1465-3249,2017,CC BY-NC-ND,7,241,0.029045643153526972
1465-3249,2017,CC BY,3,241,0.012448132780082987
1465-3249,2018,CC BY-NC-ND,9,198,0.045454545454545456
1465-3249,2018,CC BY,3,198,0.015151515151515152
1465-3249,2019,CC BY-NC-ND,8,192,0.041666666666666664
1465-3249,2019,CC BY,1,192,0.005208333333333333
1465-3249,2020,CC BY,4,128,0.03125
1465-3249,2020,CC BY-NC-ND,11,128,0.0859375
1465-3249,2021,CC BY,8,265,0.03018867924528302
1465-3249,2021,CC BY-NC-ND,22,265,0.0830188679245283
1465-3249,2022,CC BY,12,174,0.06896551724137931
1465-3249,2022,CC BY-NC-ND,28,174,0.16091954022988506
1465-4466,2017,NA,0,49,0
1465-4466,2018,NA,0,53,0
1465-4466,2019,CC BY,1,57,0.017543859649122806
1465-4466,2019,CC BY-NC-ND,1,57,0.017543859649122806
1465-4466,2020,CC BY,2,33,0.06060606060606061
1465-4466,2021,CC BY,5,48,0.10416666666666667
1465-4466,2022,CC BY-NC-ND,1,19,0.05263157894736842
1465-4520,2017,NA,0,32,0
1465-4520,2018,NA,0,22,0
1465-4520,2019,NA,0,32,0
1465-4520,2020,CC BY,2,7,0.2857142857142857
1465-4644,2017,CC BY,6,76,0.07894736842105263
1465-4644,2018,CC BY,11,89,0.12359550561797752
1465-4644,2019,CC BY,5,65,0.07692307692307693
1465-4644,2020,CC BY,9,56,0.16071428571428573
1465-4644,2021,CC BY-NC,1,60,0.016666666666666666
1465-4644,2021,CC BY,14,60,0.23333333333333334
1465-4644,2022,CC BY,10,43,0.23255813953488372
1465-5187,2017,CC BY,1,17,0.058823529411764705
1465-5187,2018,NA,0,15,0
1465-5187,2019,CC BY,1,18,0.05555555555555555
1465-5187,2020,NA,0,4,0
1465-5187,2021,CC BY-NC-ND,1,2,0.5
1465-5187,2022,CC BY,1,6,0.16666666666666666
1465-5187,2022,CC BY-NC-ND,1,6,0.16666666666666666
1465-6485,2017,NA,0,23,0
1465-6485,2018,NA,0,23,0
1465-6485,2019,CC BY,1,60,0.016666666666666666
1465-6485,2020,CC BY,2,26,0.07692307692307693
1465-6485,2021,CC BY,2,20,0.1
1465-6485,2022,CC BY,2,10,0.2
1465-6493,2017,NA,0,26,0
1465-6493,2018,CC BY,2,28,0.07142857142857142
1465-6493,2019,CC BY,2,36,0.05555555555555555
1465-6493,2020,CC BY,1,40,0.025
1465-6493,2021,NA,0,36,0
1465-6493,2022,NA,0,19,0
1465-6566,2017,CC BY-NC-ND,1,209,0.004784688995215311
1465-6566,2018,NA,0,243,0
1465-6566,2019,CC BY-NC-ND,8,204,0.0392156862745098
1465-6566,2020,CC BY-NC-ND,14,279,0.05017921146953405
1465-6566,2021,CC BY,1,212,0.0047169811320754715
1465-6566,2021,CC BY-NC-ND,12,212,0.05660377358490566
1465-6566,2022,CC BY,1,130,0.007692307692307693
1465-6566,2022,CC BY-NC-ND,9,130,0.06923076923076923
1465-7252,2017,NA,0,18,0
1465-7252,2018,NA,0,10,0
1465-7252,2019,CC BY,1,11,0.09090909090909091
1465-7252,2020,CC BY-NC,1,12,0.08333333333333333
1465-7252,2021,CC BY,1,13,0.07692307692307693
1465-7252,2021,CC BY-NC-ND,1,13,0.07692307692307693
1465-7252,2022,CC BY,1,10,0.1
1465-7341,2017,NA,0,15,0
1465-7341,2018,CC BY-NC-ND,1,25,0.04
1465-7341,2019,CC BY-NC-ND,1,23,0.043478260869565216
1465-7341,2019,CC BY,1,23,0.043478260869565216
1465-7341,2020,CC BY,1,26,0.038461538461538464
1465-7341,2021,CC BY-NC,3,41,0.07317073170731707
1465-7341,2021,CC BY,3,41,0.07317073170731707
1465-7341,2022,CC BY,1,22,0.045454545454545456
1465-7392,2017,NA,0,206,0
1465-7392,2018,NA,0,223,0
1465-7392,2019,NA,0,196,0
1465-7392,2020,NA,0,167,0
1465-7392,2021,CC BY,11,202,0.054455445544554455
1465-7392,2022,CC BY,33,183,0.18032786885245902
1465-8011,2017,CC BY-NC-ND,1,62,0.016129032258064516
1465-8011,2018,NA,0,52,0
1465-8011,2019,NA,0,52,0
1465-8011,2020,CC BY,1,64,0.015625
1465-8011,2021,CC BY-NC-ND,2,67,0.029850746268656716
1465-8011,2021,CC BY,1,67,0.014925373134328358
1465-8011,2022,CC BY,1,24,0.041666666666666664
1465-8011,2022,CC BY-NC-ND,4,24,0.16666666666666666
1465-9891,2017,CC BY,1,88,0.011363636363636364
1465-9891,2017,CC BY-NC,1,88,0.011363636363636364
1465-9891,2017,CC BY-NC-ND,1,88,0.011363636363636364
1465-9891,2018,NA,0,88,0
1465-9891,2019,CC BY-NC-ND,6,127,0.047244094488188976
1465-9891,2020,CC BY-NC,1,141,0.0070921985815602835
1465-9891,2020,CC BY-NC-ND,2,141,0.014184397163120567
1465-9891,2020,CC BY,1,141,0.0070921985815602835
1465-9891,2021,CC BY-NC-ND,5,145,0.034482758620689655
1465-9891,2021,CC BY-NC,2,145,0.013793103448275862
1465-9891,2022,CC BY-NC-ND,3,120,0.025
1465-9891,2022,CC BY,5,120,0.041666666666666664
1466-0466,2017,CC BY-NC-ND,1,39,0.02564102564102564
1466-0466,2018,NA,0,20,0
1466-0466,2019,NA,0,25,0
1466-0970,2017,CC BY-NC-ND,1,75,0.013333333333333334
1466-0970,2018,NA,0,50,0
1466-0970,2019,CC BY-NC-ND,2,58,0.034482758620689655
1466-0970,2020,CC BY-NC-ND,5,87,0.05747126436781609
1466-0970,2021,CC BY-NC-ND,12,69,0.17391304347826086
1466-0970,2022,CC BY-NC-ND,17,80,0.2125
1466-0970,2022,CC BY,2,80,0.025
1466-2035,2017,NA,0,21,0
1466-2035,2018,NA,0,24,0
1466-2035,2019,CC BY,1,12,0.08333333333333333
1466-2035,2020,CC BY-NC-ND,5,13,0.38461538461538464
1466-2035,2021,CC BY-NC-ND,1,15,0.06666666666666667
1466-2035,2022,NA,0,4,0
1466-2043,2017,CC BY,3,45,0.06666666666666667
1466-2043,2018,NA,0,49,0
1466-2043,2019,CC BY,1,45,0.022222222222222223
1466-2043,2019,CC BY-NC-ND,1,45,0.022222222222222223
1466-2043,2020,NA,0,44,0
1466-2043,2021,CC BY-NC-ND,3,34,0.08823529411764706
1466-2043,2021,CC BY,1,34,0.029411764705882353
1466-2043,2022,CC BY-NC-ND,2,36,0.05555555555555555
1466-2043,2022,CC BY,4,36,0.1111111111111111
1466-2523,2017,CC BY,1,17,0.058823529411764705
1466-2523,2018,CC BY,1,15,0.06666666666666667
1466-2523,2019,CC BY,17,25,0.68
1466-2523,2020,CC BY-NC-ND,1,35,0.02857142857142857
1466-2523,2020,CC BY,4,35,0.11428571428571428
1466-2523,2021,CC BY,5,14,0.35714285714285715
1466-2523,2021,CC BY-NC,1,14,0.07142857142857142
1466-2523,2022,CC BY,2,7,0.2857142857142857
1466-2523,2022,CC BY-NC,1,7,0.14285714285714285
1466-4208,2017,NA,0,29,0
1466-4208,2018,NA,0,34,0
1466-4208,2019,CC BY-NC-ND,5,27,0.18518518518518517
1466-4208,2020,CC BY-NC-ND,2,33,0.06060606060606061
1466-4208,2021,CC BY-NC-ND,7,31,0.22580645161290322
1466-4208,2022,CC BY-NC-ND,6,24,0.25
1466-4208,2022,CC BY,1,24,0.041666666666666664
1466-4658,2017,NA,0,43,0
1466-4658,2018,NA,0,54,0
1466-4658,2019,NA,0,59,0
1466-4658,2020,NA,0,57,0
1466-4658,2021,CC BY-NC-ND,3,55,0.05454545454545454
1466-4658,2021,CC BY,2,55,0.03636363636363636
1466-4658,2022,CC BY,1,16,0.0625
1466-4658,2022,CC BY-NC-ND,2,16,0.125
1466-4879,2017,CC BY,2,29,0.06896551724137931
1466-4879,2017,CC BY-NC-ND,1,29,0.034482758620689655
1466-4879,2017,CC BY-NC-SA,1,29,0.034482758620689655
1466-4879,2018,CC BY-NC-SA,2,48,0.041666666666666664
1466-4879,2018,CC BY,4,48,0.08333333333333333
1466-4879,2018,CC BY-NC-ND,2,48,0.041666666666666664
1466-4879,2019,CC BY,5,35,0.14285714285714285
1466-4879,2020,CC BY,6,31,0.1935483870967742
1466-4879,2021,CC BY,17,40,0.425
1466-4879,2022,CC BY,12,23,0.5217391304347826
1466-5026,2017,NA,0,886,0
1466-5026,2018,NA,0,637,0
1466-5026,2019,NA,0,715,0
1466-5026,2020,NA,0,852,0
1466-5026,2021,NA,0,516,0
1466-5026,2022,CC BY-NC,6,344,0.01744186046511628
1466-5026,2022,CC BY,17,344,0.04941860465116279
1466-7681,2017,NA,0,34,0
1466-7681,2018,CC BY-NC-ND,1,25,0.04
1466-7681,2019,CC BY,1,42,0.023809523809523808
1466-7681,2020,CC BY-NC,1,59,0.01694915254237288
1466-7681,2020,CC BY-NC-ND,4,59,0.06779661016949153
1466-7681,2020,CC BY,4,59,0.06779661016949153
1466-7681,2021,CC BY-NC-ND,1,31,0.03225806451612903
1466-7681,2021,CC BY,1,31,0.03225806451612903
1466-7681,2022,CC BY-NC-ND,6,30,0.2
1466-7681,2022,CC BY,6,30,0.2
1466-7681,2022,CC BY-NC,1,30,0.03333333333333333
1466-8033,2017,CC BY-NC,6,993,0.006042296072507553
1466-8033,2017,CC BY,18,993,0.01812688821752266
1466-8033,2018,CC BY,30,1051,0.028544243577545196
1466-8033,2018,CC BY-NC,14,1051,0.013320647002854425
1466-8033,2019,CC BY,35,997,0.03510531594784353
1466-8033,2019,CC BY-NC,18,997,0.01805416248746239
1466-8033,2020,CC BY,31,1041,0.029779058597502402
1466-8033,2020,CC BY-NC,22,1041,0.021133525456292025
1466-8033,2021,CC BY-NC,26,1042,0.02495201535508637
1466-8033,2021,CC BY,40,1042,0.03838771593090211
1466-8033,2022,CC BY,45,894,0.050335570469798654
1466-8033,2022,CC BY-NC,25,894,0.02796420581655481
1466-8203,2017,NA,0,40,0
1466-8203,2018,NA,0,21,0
1466-8203,2019,NA,0,36,0
1466-8203,2020,NA,0,38,0
1466-8203,2021,NA,0,32,0
1466-8203,2022,NA,0,14,0
1466-822X,2017,CC BY,9,119,0.07563025210084033
1466-822X,2017,CC BY-NC,2,119,0.01680672268907563
1466-822X,2018,CC BY,15,130,0.11538461538461539
1466-822X,2018,CC BY-NC,2,130,0.015384615384615385
1466-822X,2019,CC BY-NC,1,160,0.00625
1466-822X,2019,CC BY,23,160,0.14375
1466-822X,2020,CC BY,34,174,0.19540229885057472
1466-822X,2020,CC BY-NC-ND,3,174,0.017241379310344827
1466-822X,2020,CC BY-NC,1,174,0.005747126436781609
1466-822X,2021,CC BY-NC,8,187,0.0427807486631016
1466-822X,2021,CC BY-NC-ND,9,187,0.0481283422459893
1466-822X,2021,CC BY,31,187,0.1657754010695187
1466-822X,2022,CC BY-NC-ND,18,134,0.13432835820895522
1466-822X,2022,CC BY,35,134,0.26119402985074625
1466-822X,2022,CC BY-NC,13,134,0.09701492537313433
1466-853X,2017,CC BY-NC-ND,1,160,0.00625
1466-853X,2018,NA,0,164,0
1466-853X,2019,CC BY-NC-ND,1,151,0.006622516556291391
1466-853X,2020,CC BY-NC-ND,1,171,0.005847953216374269
1466-853X,2020,CC BY,3,171,0.017543859649122806
1466-853X,2021,CC BY,21,194,0.10824742268041238
1466-853X,2021,CC BY-NC-ND,4,194,0.020618556701030927
1466-853X,2022,CC BY,14,118,0.11864406779661017
1466-853X,2022,CC BY-NC-ND,5,118,0.0423728813559322
1466-8564,2017,CC BY-NC-ND,1,183,0.00546448087431694
1466-8564,2017,CC BY,1,183,0.00546448087431694
1466-8564,2018,CC BY,2,210,0.009523809523809525
1466-8564,2018,CC BY-NC-ND,5,210,0.023809523809523808
1466-8564,2019,CC BY,2,178,0.011235955056179775
1466-8564,2019,CC BY-NC-ND,1,178,0.0056179775280898875
1466-8564,2020,CC BY-NC-ND,7,230,0.030434782608695653
1466-8564,2020,CC BY,13,230,0.05652173913043478
1466-8564,2021,CC BY,18,255,0.07058823529411765
1466-8564,2021,CC BY-NC-ND,6,255,0.023529411764705882
1466-8564,2022,CC BY-NC-ND,7,228,0.03070175438596491
1466-8564,2022,CC BY,16,228,0.07017543859649122
1467-0100,2017,CC BY-NC-ND,3,53,0.05660377358490566
1467-0100,2018,CC BY-NC-ND,1,42,0.023809523809523808
1467-0100,2019,CC BY,1,50,0.02
1467-0100,2020,CC BY-NC-ND,2,41,0.04878048780487805
1467-0100,2020,CC BY,1,41,0.024390243902439025
1467-0100,2021,CC BY,1,39,0.02564102564102564
1467-0100,2021,CC BY-NC-ND,2,39,0.05128205128205128
1467-0100,2022,CC BY-NC-ND,3,27,0.1111111111111111
1467-0895,2017,NA,0,18,0
1467-0895,2018,CC BY,1,20,0.05
1467-0895,2019,NA,0,18,0
1467-0895,2020,CC BY-NC-ND,2,21,0.09523809523809523
1467-0895,2020,CC BY,1,21,0.047619047619047616
1467-0895,2021,CC BY,2,17,0.11764705882352941
1467-0895,2022,CC BY,3,21,0.14285714285714285
1467-2227,2017,NA,0,68,0
1467-2227,2018,CC BY,1,104,0.009615384615384616
1467-2227,2019,CC BY,2,66,0.030303030303030304
1467-2227,2020,CC BY-NC-SA,1,101,0.009900990099009901
1467-2227,2020,CC BY,8,101,0.07920792079207921
1467-2227,2020,CC BY-NC-ND,2,101,0.019801980198019802
1467-2227,2021,CC BY-NC-SA,1,71,0.014084507042253521
1467-2227,2021,CC BY-NC-ND,2,71,0.028169014084507043
1467-2227,2021,CC BY,14,71,0.19718309859154928
1467-2227,2022,CC BY-NC-SA,1,32,0.03125
1467-2227,2022,CC BY-NC-ND,3,32,0.09375
1467-2227,2022,CC BY,8,32,0.25
1467-2561,2017,NA,0,94,0
1467-2561,2018,CC BY,1,80,0.0125
1467-2561,2019,CC BY,1,83,0.012048192771084338
1467-2561,2020,CC BY-NC-ND,2,77,0.025974025974025976
1467-2561,2020,CC BY,2,77,0.025974025974025976
1467-2561,2021,CC BY-NC,1,67,0.014925373134328358
1467-2561,2021,CC BY,3,67,0.04477611940298507
1467-2561,2022,CC BY,4,51,0.0784313725490196
1467-2561,2022,CC BY-NC-ND,2,51,0.0392156862745098
1467-2715,2017,CC BY-NC-ND,3,53,0.05660377358490566
1467-2715,2018,NA,0,49,0
1467-2715,2019,CC BY-NC-ND,1,37,0.02702702702702703
1467-2715,2020,CC BY,1,31,0.03225806451612903
1467-2715,2020,CC BY-NC-ND,3,31,0.0967741935483871
1467-2715,2021,CC BY-NC-ND,2,36,0.05555555555555555
1467-2715,2021,CC BY,1,36,0.027777777777777776
1467-2715,2022,CC BY-NC-ND,1,24,0.041666666666666664
1467-2715,2022,CC BY,1,24,0.041666666666666664
1467-2960,2017,CC BY,6,65,0.09230769230769231
1467-2960,2017,CC BY-NC-ND,1,65,0.015384615384615385
1467-2960,2017,CC BY-NC,1,65,0.015384615384615385
1467-2960,2018,CC BY-NC,2,76,0.02631578947368421
1467-2960,2018,CC BY-NC-ND,1,76,0.013157894736842105
1467-2960,2018,CC BY,17,76,0.2236842105263158
1467-2960,2019,CC BY,12,83,0.14457831325301204
1467-2960,2019,CC BY-NC-ND,3,83,0.03614457831325301
1467-2960,2019,CC BY-NC,6,83,0.07228915662650602
1467-2960,2020,CC BY-NC,1,85,0.011764705882352941
1467-2960,2020,CC BY-NC-ND,3,85,0.03529411764705882
1467-2960,2020,CC BY,15,85,0.17647058823529413
1467-2960,2021,CC BY-NC-ND,14,101,0.13861386138613863
1467-2960,2021,CC BY,18,101,0.1782178217821782
1467-2960,2021,CC BY-NC,10,101,0.09900990099009901
1467-2960,2022,CC BY-NC-ND,10,62,0.16129032258064516
1467-2960,2022,CC BY,11,62,0.1774193548387097
1467-2960,2022,CC BY-NC,9,62,0.14516129032258066
1467-2987,2017,NA,0,244,0
1467-2987,2018,CC BY-NC-ND,1,151,0.006622516556291391
1467-2987,2019,NA,0,158,0
1467-2987,2020,CC BY-NC-ND,3,158,0.0189873417721519
1467-2987,2021,CC BY,5,139,0.03597122302158273
1467-2987,2021,CC BY-NC-ND,2,139,0.014388489208633094
1467-2987,2022,CC BY,4,104,0.038461538461538464
1467-2987,2022,CC BY-NC-ND,4,104,0.038461538461538464
1467-3010,2017,CC BY-NC,1,56,0.017857142857142856
1467-3010,2017,CC BY-NC-ND,3,56,0.05357142857142857
1467-3010,2017,CC BY,5,56,0.08928571428571429
1467-3010,2018,CC BY-NC-ND,4,53,0.07547169811320754
1467-3010,2018,CC BY,9,53,0.16981132075471697
1467-3010,2018,CC BY-NC,5,53,0.09433962264150944
1467-3010,2019,CC BY-NC,1,49,0.02040816326530612
1467-3010,2019,CC BY,9,49,0.1836734693877551
1467-3010,2019,CC BY-NC-ND,1,49,0.02040816326530612
1467-3010,2020,CC BY-NC-ND,2,62,0.03225806451612903
1467-3010,2020,CC BY-NC,2,62,0.03225806451612903
1467-3010,2020,CC BY,16,62,0.25806451612903225
1467-3010,2021,CC BY,17,53,0.32075471698113206
1467-3010,2021,CC BY-NC,1,53,0.018867924528301886
1467-3010,2022,CC BY-NC-ND,4,41,0.0975609756097561
1467-3010,2022,CC BY,13,41,0.3170731707317073
1467-3010,2022,CC BY-NC,1,41,0.024390243902439025
1467-5463,2017,CC BY,15,190,0.07894736842105263
1467-5463,2017,CC BY-NC,30,190,0.15789473684210525
1467-5463,2018,CC BY-NC,15,112,0.13392857142857142
1467-5463,2018,CC BY,12,112,0.10714285714285714
1467-5463,2019,CC BY,17,174,0.09770114942528736
1467-5463,2019,CC BY-NC,17,174,0.09770114942528736
1467-5463,2020,CC BY-NC,46,404,0.11386138613861387
1467-5463,2020,CC BY,33,404,0.08168316831683169
1467-5463,2021,CC BY,59,603,0.0978441127694859
1467-5463,2021,CC BY-NC,67,603,0.1111111111111111
1467-5463,2022,CC BY-NC,64,482,0.13278008298755187
1467-5463,2022,CC BY,52,482,0.1078838174273859
1467-5463,2022,CC BY-NC-ND,1,482,0.002074688796680498
1467-5986,2017,NA,0,50,0
1467-5986,2018,NA,0,54,0
1467-5986,2019,CC BY-NC-ND,4,39,0.10256410256410256
1467-5986,2019,CC BY,3,39,0.07692307692307693
1467-5986,2020,CC BY-NC-ND,3,47,0.06382978723404255
1467-5986,2021,CC BY-NC-ND,6,47,0.1276595744680851
1467-5986,2021,CC BY,2,47,0.0425531914893617
1467-5986,2022,CC BY-NC-ND,3,34,0.08823529411764706
1467-6370,2017,CC BY,5,79,0.06329113924050633
1467-6370,2018,NA,0,62,0
1467-6370,2019,NA,0,80,0
1467-6370,2020,NA,0,108,0
1467-6370,2021,NA,0,145,0
1467-6370,2022,NA,0,72,0
1467-7873,2017,CC BY,4,36,0.1111111111111111
1467-7873,2018,CC BY,3,50,0.06
1467-7873,2019,CC BY,7,39,0.1794871794871795
1467-7873,2020,NA,0,18,0
1467-7873,2021,CC BY,3,29,0.10344827586206896
1467-7873,2022,CC BY,6,30,0.2
1467-7881,2017,CC BY,13,149,0.087248322147651
1467-7881,2017,CC BY-NC-ND,2,149,0.013422818791946308
1467-7881,2017,CC BY-NC,9,149,0.06040268456375839
1467-7881,2018,CC BY-NC,8,141,0.05673758865248227
1467-7881,2018,CC BY,4,141,0.028368794326241134
1467-7881,2018,CC BY-NC-ND,5,141,0.03546099290780142
1467-7881,2019,CC BY-NC-ND,7,126,0.05555555555555555
1467-7881,2019,CC BY-NC,7,126,0.05555555555555555
1467-7881,2019,CC BY,13,126,0.10317460317460317
1467-7881,2020,CC BY-NC,4,155,0.025806451612903226
1467-7881,2020,CC BY-NC-ND,6,155,0.03870967741935484
1467-7881,2020,CC BY,30,155,0.1935483870967742
1467-7881,2021,CC BY-NC-ND,18,157,0.11464968152866242
1467-7881,2021,CC BY,27,157,0.17197452229299362
1467-7881,2021,CC BY-NC,5,157,0.03184713375796178
1467-7881,2022,CC BY,22,79,0.27848101265822783
1467-7881,2022,CC BY-NC-ND,7,79,0.08860759493670886
1467-7881,2022,CC BY-NC,6,79,0.0759493670886076
1467-7954,2017,NA,0,22,0
1467-7954,2018,NA,0,31,0
1467-7954,2019,CC BY,1,32,0.03125
1467-7954,2020,NA,0,29,0
1467-7954,2021,CC BY-NC,2,20,0.1
1467-7954,2021,CC BY,3,20,0.15
1467-7954,2021,CC BY-NC-ND,1,20,0.05
1467-7954,2022,CC BY-NC,1,32,0.03125
1467-7954,2022,CC BY,6,32,0.1875
1467-7954,2022,CC BY-NC-ND,1,32,0.03125
1467-8039,2017,CC BY,4,76,0.05263157894736842
1467-8039,2018,CC BY-NC-ND,1,60,0.016666666666666666
1467-8039,2018,CC BY,5,60,0.08333333333333333
1467-8039,2019,CC BY-NC-ND,3,51,0.058823529411764705
1467-8039,2020,CC BY,3,47,0.06382978723404255
1467-8039,2020,CC BY-NC-ND,3,47,0.06382978723404255
1467-8039,2021,CC BY,5,70,0.07142857142857142
1467-8039,2021,CC BY-NC-ND,5,70,0.07142857142857142
1467-8039,2022,CC BY-NC-ND,3,42,0.07142857142857142
1467-8039,2022,CC BY,2,42,0.047619047619047616
1467-8047,2017,NA,0,22,0
1467-8047,2018,NA,0,19,0
1467-8047,2019,NA,0,23,0
1467-8047,2020,NA,0,11,0
1467-8047,2021,NA,0,9,0
1467-8047,2022,NA,0,1,0
1467-8802,2017,NA,0,22,0
1467-8802,2018,CC BY,2,25,0.08
1467-8802,2018,CC BY-NC-ND,3,25,0.12
1467-8802,2019,CC BY,2,41,0.04878048780487805
1467-8802,2019,CC BY-NC-ND,9,41,0.21951219512195122
1467-8802,2020,CC BY-NC-ND,1,32,0.03125
1467-8802,2020,CC BY,2,32,0.0625
1467-8802,2021,CC BY-NC-ND,8,35,0.22857142857142856
1467-8802,2021,CC BY,7,35,0.2
1467-8802,2022,CC BY-NC-ND,8,20,0.4
1467-8802,2022,CC BY,2,20,0.1
1468-0629,2017,CC BY,3,215,0.013953488372093023
1468-0629,2017,CC BY-NC-ND,1,215,0.004651162790697674
1468-0629,2018,CC BY-NC-ND,2,159,0.012578616352201259
1468-0629,2018,CC BY,1,159,0.006289308176100629
1468-0629,2019,CC BY,1,131,0.007633587786259542
1468-0629,2019,CC BY-NC-ND,4,131,0.030534351145038167
1468-0629,2020,CC BY-NC-ND,1,128,0.0078125
1468-0629,2021,CC BY-NC-ND,3,136,0.022058823529411766
1468-0629,2021,CC BY,3,136,0.022058823529411766
1468-0629,2022,CC BY-NC-ND,2,96,0.020833333333333332
1468-0629,2022,CC BY,3,96,0.03125
1468-0777,2017,CC BY,1,140,0.007142857142857143
1468-0777,2017,CC BY-NC-ND,5,140,0.03571428571428571
1468-0777,2018,CC BY,3,123,0.024390243902439025
1468-0777,2019,CC BY,1,124,0.008064516129032258
1468-0777,2019,CC BY-NC-ND,1,124,0.008064516129032258
1468-0777,2020,CC BY-NC-ND,7,161,0.043478260869565216
1468-0777,2021,CC BY,5,191,0.02617801047120419
1468-0777,2021,CC BY-NC-ND,25,191,0.13089005235602094
1468-0777,2022,CC BY,12,141,0.0851063829787234
1468-0777,2022,CC BY-NC-ND,16,141,0.11347517730496454
1468-1099,2017,NA,0,33,0
1468-1099,2018,NA,0,47,0
1468-1099,2019,NA,0,21,0
1468-1099,2020,NA,0,17,0
1468-1099,2021,CC BY-NC-ND,2,32,0.0625
1468-1099,2021,CC BY,2,32,0.0625
1468-1099,2022,CC BY-NC-ND,1,28,0.03571428571428571
1468-1099,2022,CC BY,11,28,0.39285714285714285
1468-1099,2022,CC BY-NC,1,28,0.03571428571428571
1468-1218,2017,NA,0,142,0
1468-1218,2018,CC BY,3,168,0.017857142857142856
1468-1218,2019,CC BY,1,188,0.005319148936170213
1468-1218,2019,CC BY-NC-ND,2,188,0.010638297872340425
1468-1218,2020,CC BY,2,142,0.014084507042253521
1468-1218,2020,CC BY-NC-ND,1,142,0.007042253521126761
1468-1218,2021,CC BY,1,167,0.005988023952095809
1468-1218,2021,CC BY-NC-ND,2,167,0.011976047904191617
1468-1218,2022,CC BY,9,169,0.05325443786982249
1468-1218,2022,CC BY-NC-ND,2,169,0.011834319526627219
1468-1366,2017,CC BY-NC-ND,1,44,0.022727272727272728
1468-1366,2017,CC BY,2,44,0.045454545454545456
1468-1366,2018,CC BY,1,40,0.025
1468-1366,2018,CC BY-NC-ND,1,40,0.025
1468-1366,2019,CC BY-NC-ND,7,57,0.12280701754385964
1468-1366,2020,CC BY-NC-ND,7,62,0.11290322580645161
1468-1366,2020,CC BY,2,62,0.03225806451612903
